state,state_abbrev,bill_number,title,legiscan_bill_url,legiscan_text_url,year,status,collection_method
Virginia,VA,HB2720,Public School Security Equipment Grant Act of 2013; security equipment.,https://legiscan.com/VA/bill/HB2720/2019,https://legiscan.com/VA/text/HB2720/id/1852282,2019.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB2721,"School security officers; employment, law-enforcement officers previously employed by the U.S.",https://legiscan.com/VA/bill/HB2721/2019,https://legiscan.com/VA/text/HB2721/id/1852258,2019.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB1130,School resource officers; compulsory minimum training standards.,https://legiscan.com/VA/bill/SB1130/2019,https://legiscan.com/VA/text/SB1130/id/1834681,2019.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB1213,"School and Campus Safety, Virginia Center for; threat assessment, case management tool.",https://legiscan.com/VA/bill/SB1213/2019,https://legiscan.com/VA/text/SB1213/id/1836717,2019.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB1214,"School boards; local law-enforcement agencies, memorandums of understanding.",https://legiscan.com/VA/bill/SB1214/2019,https://legiscan.com/VA/text/SB1214/id/1836808,2019.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB1215,"School safety procedures; emergency situations, annual training.",https://legiscan.com/VA/bill/SB1215/2019,https://legiscan.com/VA/text/SB1215/id/1836745,2019.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB1755,USBC and SFPC; changes to Codes for safety measures for schools.,https://legiscan.com/VA/bill/SB1755/2019,https://legiscan.com/VA/text/SB1755/id/1860563,2019.0,Enacted,API_Pipeline_Mar2026
Washington,WA,HB1216,Concerning nonfirearm measures to increase school safety and student well-being.,https://legiscan.com/WA/bill/HB1216/2019,https://legiscan.com/WA/text/HB1216/id/1854976,2019.0,Enacted,API_Pipeline_Mar2026
Washington,WA,SB5027,Concerning extreme risk protection orders.,https://legiscan.com/WA/bill/SB5027/2019,https://legiscan.com/WA/text/SB5027/id/1830693,2019.0,Enacted,API_Pipeline_Mar2026
District of Columbia,DC,B23-0685,Extreme Risk Protection Order Implementation Working Group Emergency Amendment Act of 2020,https://legiscan.com/DC/bill/B23-0685/2019,https://legiscan.com/DC/text/B23-0685/id/2160119,2020.0,Passed,API_Pipeline_Mar2026
District of Columbia,DC,B23-0686,Extreme Risk Protection Order Implementation Working Group Temporary Amendment Act of 2020,https://legiscan.com/DC/bill/B23-0686/2019,https://legiscan.com/DC/text/B23-0686/id/2160077,2020.0,Passed,API_Pipeline_Mar2026
District of Columbia,DC,B23-1021,Extreme Risk Protection Order Implementation Working Group Second Emergency Amendment Act of 2020,https://legiscan.com/DC/bill/B23-1021/2019,https://legiscan.com/DC/text/B23-1021/id/2218973,2021.0,Passed,API_Pipeline_Mar2026
District of Columbia,DC,PR23-0746,Extreme Risk Protection Order Implementation Working Group Emergency Declaration Resolution of 2020,https://legiscan.com/DC/bill/PR23-0746/2019,https://legiscan.com/DC/text/PR23-0746/id/2160085,2020.0,Passed,API_Pipeline_Mar2026
District of Columbia,DC,PR23-1057,Extreme Risk Protection Order Implementation Working Group Second Emergency Declaration Resolution of 2020,https://legiscan.com/DC/bill/PR23-1057/2019,https://legiscan.com/DC/text/PR23-1057/id/2219001,2020.0,Passed,API_Pipeline_Mar2026
Wisconsin,WI,AB54,"Fire, tornado, and school safety drills for public and private schools.",https://legiscan.com/WI/bill/AB54/2019,https://legiscan.com/WI/text/AB54/id/1941097,2019.0,Enacted,API_Pipeline_Mar2026
Alabama,AL,HB467,"DeKalb Co., real property filing and recording fee, distrib for mental health professional for CED Mental Health in co. and to sheriff's office for school resource officers, Sec. 45-25-250.17 am'd.",https://legiscan.com/AL/bill/HB467/2020,https://legiscan.com/AL/text/HB467/id/2181939,2020.0,Enacted,API_Pipeline_Mar2026
Arizona,AZ,SB1012,Executive session; school safety plans,https://legiscan.com/AZ/bill/SB1012/2020,https://legiscan.com/AZ/text/SB1012/id/2069388,2020.0,Enacted,API_Pipeline_Mar2026
Colorado,CO,SB023,Colorado Working Group On School Safety,https://legiscan.com/CO/bill/SB023/2020,https://legiscan.com/CO/text/SB023/id/2087749,2020.0,Passed,API_Pipeline_Mar2026
Indiana,IN,HB1113,Local government finance.,https://legiscan.com/IN/bill/HB1113/2020,https://legiscan.com/IN/text/HB1113/id/2088139,2020.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1151,School resource officers.,https://legiscan.com/IN/bill/HB1151/2020,https://legiscan.com/IN/text/HB1151/id/2087472,2020.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1222,Miscellaneous election law matters.,https://legiscan.com/IN/bill/HB1222/2020,https://legiscan.com/IN/text/HB1222/id/2091628,2020.0,Passed,API_Pipeline_Mar2026
Indiana,IN,SB0132,Department of homeland security.,https://legiscan.com/IN/bill/SB0132/2020,https://legiscan.com/IN/text/SB0132/id/2083026,2020.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SR0064,A SENATE RESOLUTION recognizing 100 years of the AAA School Safety Patrol Program.,https://legiscan.com/IN/bill/SR0064/2020,https://legiscan.com/IN/text/SR0064/id/2160342,2020.0,Passed,API_Pipeline_Mar2026
New Jersey,NJ,A3687,Requires certain family or household members and victims be notified when firearms are returned to persons charged with domestic violence or subject to extreme risk protection order.,https://legiscan.com/NJ/bill/A3687/2020,https://legiscan.com/NJ/text/A3687/id/2172716,2022.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A5727,Ensures student well-being during school security drills.,https://legiscan.com/NJ/bill/A5727/2020,https://legiscan.com/NJ/text/A5727/id/2397387,2022.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A5886,"Awards project grants under ""Securing Our Children's Future Fund"" for school security projects in certain school districts; appropriates $66,173,243.",https://legiscan.com/NJ/bill/A5886/2020,https://legiscan.com/NJ/text/A5886/id/2416221,2021.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A6258,"Awards school security project grants under ""Securing Our Children's Future Fund"" for certain school districts; appropriates $5,150,531.",https://legiscan.com/NJ/bill/A6258/2020,https://legiscan.com/NJ/text/A6258/id/2464034,2022.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,S2811,Requires school report card to include information concerning number of mental health professionals and school safety specialists employed by each school district.,https://legiscan.com/NJ/bill/S2811/2020,https://legiscan.com/NJ/text/S2811/id/2204709,2022.0,Enacted,API_Pipeline_Mar2026
Oklahoma,OK,SB1081,Firearms; state preemption of future red flag laws. Emergency.,https://legiscan.com/OK/bill/SB1081/2020,https://legiscan.com/OK/text/SB1081/id/2052258,2020.0,Passed,API_Pipeline_Mar2026
Virginia,VA,HB271,"Public schools; school resource officers and school security officers, data.",https://legiscan.com/VA/bill/HB271/2020,https://legiscan.com/VA/text/HB271/id/2081972,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB670,USBC &SFPC; proposal for changes to the Codes to address active shooters or hostile threats.,https://legiscan.com/VA/bill/HB670/2020,https://legiscan.com/VA/text/HB670/id/2084209,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB1419,School resource officers and school security officers; training standards.,https://legiscan.com/VA/bill/HB1419/2020,https://legiscan.com/VA/text/HB1419/id/2087069,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB1495,Virginia Retirement System; retired law-enforcement officers employed as school security officers.,https://legiscan.com/VA/bill/HB1495/2020,https://legiscan.com/VA/text/HB1495/id/2087743,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB54,Virginia Retirement System; retired law-enforcement officers employed as school security officers.,https://legiscan.com/VA/bill/SB54/2020,https://legiscan.com/VA/text/SB54/id/2069418,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB170,"Public schools; school resource officers and school security officers, data.",https://legiscan.com/VA/bill/SB170/2020,https://legiscan.com/VA/text/SB170/id/2081034,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB171,School resource officers and school security officers; training standards.,https://legiscan.com/VA/bill/SB171/2020,https://legiscan.com/VA/text/SB171/id/2081055,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB333,USBC &SFPC; proposal for changes to the Codes to address active shooters or hostile threats.,https://legiscan.com/VA/bill/SB333/2020,https://legiscan.com/VA/text/SB333/id/2084773,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB594,Public School Security Equipment Grant Act of 2013; eligible security equipment.,https://legiscan.com/VA/bill/SB594/2020,https://legiscan.com/VA/text/SB594/id/2088460,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB595,"Public School Security Equipment Grant Act of 2013; eligible security equipment, vaping detectors.",https://legiscan.com/VA/bill/SB595/2020,https://legiscan.com/VA/text/SB595/id/2088636,2020.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HJR381,Commending the American Automobile Association School Safety Patrol Program.,https://legiscan.com/VA/bill/HJR381/2020,https://legiscan.com/VA/text/HJR381/id/2155603,2020.0,Passed,API_Pipeline_Mar2026
Alabama,AL,HB76,"Schools, public, Seizure Safe Schools Act, students with seizure disorders, admin. of medication by school personnel procedures, Secs. 16-30C-1 to 16-30C-6, inclusive, added",https://legiscan.com/AL/bill/HB76/2021,https://legiscan.com/AL/text/HB76/id/2217492,2021.0,Enacted,API_Pipeline_Mar2026
Alabama,AL,HB97,"School safety, to require mental health awareness to be included in the annual training session for employees of each K-12 school, Sec. 16-1-44 am'd.",https://legiscan.com/AL/bill/HB97/2021,https://legiscan.com/AL/text/HB97/id/2222009,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1051,"Concerning Advertising For Licensees Regulated Under The Private Security Agency, Private Investigator, And School Security Licensing And Credential Act; And To Declare An Emergency.",https://legiscan.com/AR/bill/HB1051/2021,https://legiscan.com/AR/text/HB1051/id/2222384,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1102,To Require Additional Training On School Safety And Student Discipline For Board Members; To Standardize The Training Requirements Report; And To Increase The Time By Which A Board Member May Cure A Training Hour Deficiency.,https://legiscan.com/AR/bill/HB1102/2021,https://legiscan.com/AR/text/HB1102/id/2231356,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1188,"Concerning Exemptions To The Private Security Agency, Private Investigator, And School Security Licensing And Credentialing Act.",https://legiscan.com/AR/bill/HB1188/2021,https://legiscan.com/AR/text/HB1188/id/2241589,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1510,To Require A School District Board Of Directors And Local Law Enforcement Agency To Adopt A Memorandum Of Understanding Governing School Resource Officers; And To Require School Resource Officers Complete Specialized Training.,https://legiscan.com/AR/bill/HB1510/2021,https://legiscan.com/AR/text/HB1510/id/2304099,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1549,To Amend Various Provisions Of The 2015 School Safety Act; And To Establish The Arkansas Center For School Safety Of The Criminal Justice Institute Advisory Board.,https://legiscan.com/AR/bill/HB1549/2021,https://legiscan.com/AR/text/HB1549/id/2309355,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1591,Allowing A School District Superintendent To Inform A School Resource Officer Of The Suspension Of A Teacher Or A Recommendation For The Termination Of A Teacher.,https://legiscan.com/AR/bill/HB1591/2021,https://legiscan.com/AR/text/HB1591/id/2317395,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,SB394,To Amend Various Provisions Of The 2015 School Safety Act; And To Establish The Arkansas Center For School Safety Of The Criminal Justice Institute Advisory Board.,https://legiscan.com/AR/bill/SB394/2021,https://legiscan.com/AR/text/SB394/id/2308706,2021.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,SB407,To Require A School District Board Of Directors And Local Law Enforcement Agency To Adopt A Memorandum Of Understanding Governing School Resource Officers; And To Require School Resource Officers Complete Specialized Training.,https://legiscan.com/AR/bill/SB407/2021,https://legiscan.com/AR/text/SB407/id/2317097,2021.0,Enacted,API_Pipeline_Mar2026
California,CA,AB2355,School cybersecurity.,https://legiscan.com/CA/bill/AB2355/2021,https://legiscan.com/CA/text/AB2355/id/2520293,2022.0,Enacted,API_Pipeline_Mar2026
California,CA,SB906,School safety: homicide threats.,https://legiscan.com/CA/bill/SB906/2021,https://legiscan.com/CA/text/SB906/id/2503976,2022.0,Enacted,API_Pipeline_Mar2026
Delaware,DE,HB388,An Act To Amend Title 14 Of The Delaware Code Relating To The Delaware School Safety And Security Fund.,https://legiscan.com/DE/bill/HB388/2021,https://legiscan.com/DE/text/HB388/id/2576549,2022.0,Passed,API_Pipeline_Mar2026
Florida,FL,S0590,School Safety,https://legiscan.com/FL/bill/S0590/2021,https://legiscan.com/FL/text/S0590/id/2237475,2021.0,Enacted,API_Pipeline_Mar2026
Idaho,ID,H0173,Amends existing law to establish the School Safety and Security Program in the Office of the State Board of Education.,https://legiscan.com/ID/bill/H0173/2021,https://legiscan.com/ID/text/H0173/id/2293118,2021.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB2400,SCHOOL LAW ENFORCEMENT DRILLS,https://legiscan.com/IL/bill/HB2400/2021,https://legiscan.com/IL/text/HB2400/id/2296778,2021.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB4994,SCH CD-THREAT ASSESS PROCEDURE,https://legiscan.com/IL/bill/HB4994/2021,https://legiscan.com/IL/text/HB4994/id/2491965,2022.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,SB3793,VEH CD-SCHOOL SAFETY-PENALTIES,https://legiscan.com/IL/bill/SB3793/2021,https://legiscan.com/IL/text/SB3793/id/2487971,2022.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,SB3936,STUDENT SCHOOL HELPLINE,https://legiscan.com/IL/bill/SB3936/2021,https://legiscan.com/IL/text/SB3936/id/2487974,2022.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,SB4056,SCHOOLS-MISCELLANEOUS,https://legiscan.com/IL/bill/SB4056/2021,https://legiscan.com/IL/text/SB4056/id/2488067,2022.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SB0055,School referenda.,https://legiscan.com/IN/bill/SB0055/2021,https://legiscan.com/IN/text/SB0055/id/2223629,2021.0,Enacted,API_Pipeline_Mar2026
Iowa,IA,HF2080,"A bill for an act relating to school districts that share operational functions, including operational functions in the areas of school resource officer, superintendent management, and special education director, and including effective date and applicability provisions. (Formerly HF 2037.) Effective date: 06/13/2022. Applicability date: 07/01/2022.",https://legiscan.com/IA/bill/HF2080/2021,https://legiscan.com/IA/text/HF2080/id/2488836,2022.0,Passed,API_Pipeline_Mar2026
Maine,ME,LD1870,An Act Regarding the Maine School Safety Center,https://legiscan.com/ME/bill/LD1870/2021,https://legiscan.com/ME/text/LD1870/id/2463729,2022.0,Passed,API_Pipeline_Mar2026
Maine,ME,LD1040,"An Act To Require Diversity, Equity and Inclusion Training or Implicit Bias Training for School Resource Officers",https://legiscan.com/ME/bill/LD1040/2021,https://legiscan.com/ME/text/LD1040/id/2327263,2021.0,Passed,API_Pipeline_Mar2026
Michigan,MI,HB4698,Crimes: penalties; penalties for falsely pulling an active shooter alarm in a public place; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 499.,https://legiscan.com/MI/bill/HB4698/2021,https://legiscan.com/MI/text/HB4698/id/2379674,2022.0,Enacted,API_Pipeline_Mar2026
Michigan,MI,HB6042,Education: safety; requirements for critical incident mapping data in school safety respond plan; include. Amends sec. 1308 of 1976 PA 451 (MCL 380.1308).,https://legiscan.com/MI/bill/HB6042/2021,https://legiscan.com/MI/text/HB6042/id/2570106,2022.0,Enacted,API_Pipeline_Mar2026
Michigan,MI,HR0225,"A resolution to declare February 4, 2022, as School Safety Awareness Day in the state of Michigan.",https://legiscan.com/MI/bill/HR0225/2021,https://legiscan.com/MI/text/HR0225/id/2508000,2022.0,Passed,API_Pipeline_Mar2026
Michigan,MI,HR0395,A resolution to recognize the first anniversary of the Oxford High School Shooting.,https://legiscan.com/MI/bill/HR0395/2021,https://legiscan.com/MI/text/HR0395/id/2616032,2022.0,Passed,API_Pipeline_Mar2026
Nebraska,NE,LB322,Adopt the School Safety and Security Reporting System Act,https://legiscan.com/NE/bill/LB322/2021,https://legiscan.com/NE/text/LB322/id/2239050,2021.0,Passed,API_Pipeline_Mar2026
Nebraska,NE,LB639,Adopt the Seizure Safe Schools Act,https://legiscan.com/NE/bill/LB639/2021,https://legiscan.com/NE/text/LB639/id/2247645,2021.0,Passed,API_Pipeline_Mar2026
New Hampshire,NH,SB96,Relative to establishing a body-worn and in-car camera fund and making an appropriation therefor; amending juvenile delinquency proceedings and transfers to superior court; and establishing committees to study the role and scope of authority of school resource officers and the collection of race and ethnicity data on state identification cards.,https://legiscan.com/NH/bill/SB96/2021,https://legiscan.com/NH/text/SB96/id/2259751,2021.0,Enacted,API_Pipeline_Mar2026
New York,NY,A01005,"Relates to providing information about extreme risk protection orders upon conditional release or discharge of patients to the community; allows information to be provided to the patient or, upon consent of the patient, to an authorized representative who has actively participated in the patient's treatment plan, if the director of the facility and such facility's clinical staff who worked directly with the patient determine through an evaluation and assessment, that there is the presence of a mental health diagnosis or symptoms of a mental illness exhibited by the patient, which indicates the patient may be at substantial risk of physical harm to himself or herself, or has made threats of or attempts at suicide.",https://legiscan.com/NY/bill/A01005/2021,https://legiscan.com/NY/text/A01005/id/2230345,2021.0,Enacted,API_Pipeline_Mar2026
New York,NY,S09113,"Authorizes the filing of an application for an extreme risk protection order by a licensed physician, licensed psychiatrist, licensed psychologist, registered nurse, licensed clinical social worker, certified clinical nurse specialist, certified nurse practitioner, licensed clinical marriage and family therapist, registerered professional nurse, licensed master social worker or licensed mental health counselor ho has examined the person against whom the order is sought.",https://legiscan.com/NY/bill/S09113/2021,https://legiscan.com/NY/text/S09113/id/2581775,2022.0,Enacted,API_Pipeline_Mar2026
Ohio,OH,HB99,Regards persons authorized to go armed within school safety zone,https://legiscan.com/OH/bill/HB99/2021,https://legiscan.com/OH/text/HB99/id/2282838,2022.0,Passed,API_Pipeline_Mar2026
Ohio,OH,HB501,Authorize property taxes for school resource officer services,https://legiscan.com/OH/bill/HB501/2021,https://legiscan.com/OH/text/HB501/id/2453766,2022.0,Passed,API_Pipeline_Mar2026
Ohio,OH,HB583,Regards educator licenses for substitute teachers,https://legiscan.com/OH/bill/HB583/2021,https://legiscan.com/OH/text/HB583/id/2531043,2022.0,Passed,API_Pipeline_Mar2026
Ohio,OH,HR318,Honoring the North Ridgeville High School shooting sports team as the 2022 OSHSCTL State Champion in skeet.,https://legiscan.com/OH/bill/HR318/2021,https://legiscan.com/OH/text/HR318/id/2600323,2022.0,Passed,API_Pipeline_Mar2026
Oklahoma,OK,SB128,Schools; creating the Seizure-Safe Schools Act; requiring certain training; providing for administration of medication; providing exemption from certain disciplinary proceeding. Emergency.,https://legiscan.com/OK/bill/SB128/2021,https://legiscan.com/OK/text/SB128/id/2219651,2021.0,Passed,API_Pipeline_Mar2026
Oregon,OR,SB225,Relating to education; and declaring an emergency.,https://legiscan.com/OR/bill/SB225/2021,https://legiscan.com/OR/text/SB225/id/2235495,2021.0,Enacted,API_Pipeline_Mar2026
Pennsylvania,PA,HB1642,"In preliminary provisions, further providing for Keystone Exams and graduation requirements, for special provisions applicable to the Keystone Exams, graduation requirements and alternative competency assessment and for Special Education Funding Commission and providing for Commission on Education and Economic Competitiveness; in grounds and buildings, further providing for limitation on new applications for Department of Education approval of public school building projects; in professional employees, providing for locally titled positions; in certification of teachers, providing for out-of-State applicants for career and technical education certification, further providing for program of continuing professional education and for continuing professional education for school or system leaders, providing for teacher support in the Structured Literacy Program, repealing provisions relating to certificates issued by other states and providing for out-of-State applicants for certification and for prekindergarten through grade twelve dance certificate; in pupils and attendance, further providing for definitions, for Home Education Program, for assisting students experiencing education instability, for Nonprofit School Food Program, for exceptional children and education and training and for extended special education enrollment due to COVID-19; in school safety and security, further providing for School Safety and Security Committee, providing for survey of school mental health services, further providing for School Safety and Security Grant Program, for school safety and security coordinator and for school safety and security training and providing for school safety and security grants for 2022-2023 school year, for school mental health grants for 2022-2023 school year, for school safety and security coordinator training, for school safety and security training in educator, administrator and supervisory preparatory programs and for School-based Mental Health Internship Grant Program; in threat assessment, further providing for threat assessment teams; in school health services, further providing for health services; in Drug and Alcohol Recovery High School Pilot Program, further providing for definitions, for establishment of Drug and Alcohol Recovery High School Pilot Program and for scope of program and selection of students, repealing provisions relating to term of Drug and Alcohol Recovery High School Pilot Program and further providing for reporting; in terms and courses of study, further providing for agreements with institutions of higher education; providing for talent recruitment and establishing the Committee on Education Talent Recruitment, the Talent Recruitment Grant Program and the Talent Recruitment Account; providing for educational and professional development online course initiative, establishing the Online Course Clearinghouse Account and imposing penalties; in charter schools, providing for abolition of rulemaking and further providing for regulations; providing for disability inclusive curriculum and establishing the Disability Inclusive Curriculum Pilot Program; in career and technical education, providing for Cosmetology Training through Career and Technical Center Pilot Program and for Barber Training through Career and Technical Center Pilot Program; in community colleges, further providing for financial program and reimbursement of payments; in rural regional college for underserved counties, further providing for reports; in the State System of Higher Education, further providing for definitions, for establishment of the State System of Higher Education and its institutions, for board of governors and for council of trustees and providing for integrated councils; in educational tax credits, further providing for definitions, for qualification and application by organizations, for application by business firms, for tax credits, for limitations and for opportunity scholarships; in transfers of credits between institutions of higher education, further providing for definitions and for duties of public institutions of higher education; in sexual violence education at institutions of higher education, further providing for scope of article, for definitions and for education program, providing for consent to sexual activity, further providing for follow-up and for report and providing for memorandum of understanding; in miscellaneous provisions relating to institutions of higher education, further providing for Public Higher Education Funding Commission and providing for State-related university performance-based funding model and for prohibition on scholarship displacement at public institutions of higher education; in ready-to-succeed scholarship, further providing for agency; in funding for public libraries, providing for State aid for fiscal year 2022-2023; in reimbursements by Commonwealth and between school districts, further providing for payments on account of pupils enrolled in career and technical curriculums and for student-weighted basic education funding, providing for level-up supplement for 2021-2022 school year and further providing for payments to intermediate units, for special education payments to school districts, for assistance to school districts declared to be in financial recovery status or identified for financial watch status, for approved reimbursable rental for leases hereafter approved and approved reimbursable sinking fund charges on indebtedness and for Ready-to-Learn Block Grant; in construction and renovation of buildings by school entities, further providing for applicability; and making editorial changes.",https://legiscan.com/PA/bill/HB1642/2021,https://legiscan.com/PA/text/HB1642/id/2417212,2022.0,Enacted,API_Pipeline_Mar2026
Rhode Island,RI,H5555,The Harold M. Metts School Safety Act Of 2021,https://legiscan.com/RI/bill/H5555/2021,https://legiscan.com/RI/text/H5555/id/2291563,2021.0,Passed,API_Pipeline_Mar2026
Rhode Island,RI,S0073,The Harold M. Metts School Safety Act Of 2021,https://legiscan.com/RI/bill/S0073/2021,https://legiscan.com/RI/text/S0073/id/2254057,2021.0,Passed,API_Pipeline_Mar2026
Tennessee,TN,HB0534,"AN ACT to amend Tennessee Code Annotated, Title 33; Title 37 and Title 39, Chapter 16, Part 5, relative to school violence.",https://legiscan.com/TN/bill/HB0534/2021,https://legiscan.com/TN/text/HB0534/id/2274319,2021.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,HB0925,"AN ACT to amend Tennessee Code Annotated, Title 49, Chapter 6, relative to cyber security.",https://legiscan.com/TN/bill/HB0925/2021,https://legiscan.com/TN/text/HB0925/id/2284102,2021.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,HB2760,"AN ACT to amend Tennessee Code Annotated, Title 49, relative to student discipline.",https://legiscan.com/TN/bill/HB2760/2021,https://legiscan.com/TN/text/HB2760/id/2502649,2022.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB0627,"AN ACT to amend Tennessee Code Annotated, Title 33; Title 37 and Title 39, Chapter 16, Part 5, relative to school violence.",https://legiscan.com/TN/bill/SB0627/2021,https://legiscan.com/TN/text/SB0627/id/2280596,2021.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB1425,"AN ACT to amend Tennessee Code Annotated, Title 49, Chapter 6, relative to cyber security.",https://legiscan.com/TN/bill/SB1425/2021,https://legiscan.com/TN/text/SB1425/id/2288112,2021.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB2590,"AN ACT to amend Tennessee Code Annotated, Title 49, relative to student discipline.",https://legiscan.com/TN/bill/SB2590/2021,https://legiscan.com/TN/text/SB2590/id/2503224,2022.0,Enacted,API_Pipeline_Mar2026
Texas,TX,HB103,Relating to establishment of the Texas Active Shooter Alert System.,https://legiscan.com/TX/bill/HB103/2021,https://legiscan.com/TX/text/HB103/id/2214941,2021.0,Passed,API_Pipeline_Mar2026
Texas,TX,HB3597,"Relating to policies, procedures, and measures for school safety in public schools.",https://legiscan.com/TX/bill/HB3597/2021,https://legiscan.com/TX/text/HB3597/id/2329850,2021.0,Passed,API_Pipeline_Mar2026
Texas,TX,SB1191,Relating to the definition of a school resource officer.,https://legiscan.com/TX/bill/SB1191/2021,https://legiscan.com/TX/text/SB1191/id/2327507,2021.0,Passed,API_Pipeline_Mar2026
Utah,UT,HB0345,School Resource Officers Amendments,https://legiscan.com/UT/bill/HB0345/2021,https://legiscan.com/UT/text/HB0345/id/2286458,2021.0,Passed,API_Pipeline_Mar2026
Vermont,VT,HCR021,House concurrent resolution honoring the Georgia Elementary and Middle School for its effective active shooter response training,https://legiscan.com/VT/bill/HCR021/2021,https://legiscan.com/VT/text/HCR021/id/2314651,2021.0,Passed,API_Pipeline_Mar2026
Washington,WA,HB1214,Providing K-12 public school safety and security services by classified staff or contractors.,https://legiscan.com/WA/bill/HB1214/2021,https://legiscan.com/WA/text/HB1214/id/2242906,2021.0,Enacted,API_Pipeline_Mar2026
Washington,WA,HB1941,Prohibiting active shooter scenarios for school safety-related drills.,https://legiscan.com/WA/bill/HB1941/2021,https://legiscan.com/WA/text/HB1941/id/2470451,2022.0,Enacted,API_Pipeline_Mar2026
District of Columbia,DC,B24-0082,Extreme Risk Protection Order Implementation Working Group Congressional Review Emergency Amendment Act of 2021,https://legiscan.com/DC/bill/B24-0082/2021,https://legiscan.com/DC/text/B24-0082/id/2304863,2021.0,Passed,API_Pipeline_Mar2026
District of Columbia,DC,PR24-0094,Extreme Risk Protection Order Implementation Working Group Congressional Review Emergency Declaration Resolution of 2021,https://legiscan.com/DC/bill/PR24-0094/2021,https://legiscan.com/DC/text/PR24-0094/id/2304903,2021.0,Passed,API_Pipeline_Mar2026
Arkansas,AR,SB2,An Act For The Department Of Education - School Safety Grants Appropriation And School Safety Set-aside Or Contingency Vote 3/5 Set-aside For The 2022-2023 Fiscal Year.,https://legiscan.com/AR/bill/SB2/2022/X1,https://legiscan.com/AR/text/SB2/id/2603060,2022.0,Enacted,API_Pipeline_Mar2026
Colorado,CO,HB1120,School Security Disbursement Program Recreation,https://legiscan.com/CO/bill/HB1120/2022,https://legiscan.com/CO/text/HB1120/id/2487945,2022.0,Passed,API_Pipeline_Mar2026
Colorado,CO,HB1243,School Security and School Behavioral Health Services Funding,https://legiscan.com/CO/bill/HB1243/2022,https://legiscan.com/CO/text/HB1243/id/2520898,2022.0,Passed,API_Pipeline_Mar2026
Colorado,CO,HB1274,Sunset Colorado Interagency Working Group On School Safety,https://legiscan.com/CO/bill/HB1274/2022,https://legiscan.com/CO/text/HB1274/id/2530711,2022.0,Passed,API_Pipeline_Mar2026
Colorado,CO,HB1275,Sunset School Safety Resource Center Advisory Board,https://legiscan.com/CO/bill/HB1275/2022,https://legiscan.com/CO/text/HB1275/id/2530741,2022.0,Passed,API_Pipeline_Mar2026
